underlying_symbol,quote_date,root,expiration,strike,option_type,open,high,low,close,trade_volume,bid_size_1545,bid_1545,ask_size_1545,ask_1545,underlying_bid_1545,underlying_ask_1545,bid_size_eod,bid_eod,ask_size_eod,ask_eod,underlying_bid_eod,underlying_ask_eod,vwap,open_interest,delivery_code
^VIX,2016-06-01,VIX,2016-06-01,15.000,C,0.0000,0.0000,0.0000,0.0000,0,0,0.0000,0,0.0000,14.2400,14.2400,0,0.0000,0,0.0000,14.2000,14.2000,0.0000,2888,
^VIX,2016-06-01,VIX,2016-06-01,15.000,P,0.0000,0.0000,0.0000,0.0000,0,0,0.0000,0,0.0000,14.2400,14.2400,0,0.0000,0,0.0000,14.2000,14.2000,0.0000,4697,
^VIX,2016-06-01,VIX,2016-06-01,16.000,C,0.0000,0.0000,0.0000,0.0000,0,0,0.0000,0,0.0000,14.2400,14.2400,0,0.0000,0,0.0000,14.2000,14.2000,0.0000,5382,
^VIX,2016-06-01,VIX,2016-06-01,16.000,P,0.0000,0.0000,0.0000,0.0000,0,0,0.0000,0,0.0000,14.2400,14.2400,0,0.0000,0,0.0000,14.2000,14.2000,0.0000,4599,
^VIX,2016-06-01,VIX,2016-06-01,17.000,C,0.0000,0.0000,0.0000,0.0000,0,0,0.0000,0,0.0000,14.2400,14.2400,0,0.0000,0,0.0000,14.2000,14.2000,0.0000,1558,
^VIX,2016-06-01,VIX,2016-06-01,17.000,P,0.0000,0.0000,0.0000,0.0000,0,0,0.0000,0,0.0000,14.2400,14.2400,0,0.0000,0,0.0000,14.2000,14.2000,0.0000,1102,
^VIX,2016-06-01,VIX,2016-06-01,18.000,C,0.0000,0.0000,0.0000,0.0000,0,0,0.0000,0,0.0000,14.2400,14.2400,0,0.0000,0,0.0000,14.2000,14.2000,0.0000,1537,
^VIX,2016-06-01,VIX,2016-06-01,18.000,P,0.0000,0.0000,0.0000,0.0000,0,0,0.0000,0,0.0000,14.2400,14.2400,0,0.0000,0,0.0000,14.2000,14.2000,0.0000,1764,
^VIX,2016-06-01,VIX,2016-06-01,19.000,C,0.0000,0.0000,0.0000,0.0000,0,0,0.0000,0,0.0000,14.2400,14.2400,0,0.0000,0,0.0000,14.2000,14.2000,0.0000,5710,
^VIX,2016-06-01,VIX,2016-06-01,19.000,P,0.0000,0.0000,0.0000,0.0000,0,0,0.0000,0,0.0000,14.2400,14.2400,0,0.0000,0,0.0000,14.2000,14.2000,0.0000,113,
^VIX,2016-06-01,VIX,2016-06-01,20.000,C,0.0000,0.0000,0.0000,0.0000,0,0,0.0000,0,0.0000,14.2400,14.2400,0,0.0000,0,0.0000,14.2000,14.2000,0.0000,2586,
^VIX,2016-06-01,VIX,2016-06-01,20.000,P,0.0000,0.0000,0.0000,0.0000,0,0,0.0000,0,0.0000,14.2400,14.2400,0,0.0000,0,0.0000,14.2000,14.2000,0.0000,87,
^VIX,2016-06-01,VIX,2016-06-01,21.000,C,0.0000,0.0000,0.0000,0.0000,0,0,0.0000,0,0.0000,14.2400,14.2400,0,0.0000,0,0.0000,14.2000,14.2000,0.0000,497,
^VIX,2016-06-01,VIX,2016-06-01,21.000,P,0.0000,0.0000,0.0000,0.0000,0,0,0.0000,0,0.0000,14.2400,14.2400,0,0.0000,0,0.0000,14.2000,14.2000,0.0000,1,
^VIX,2016-06-01,VIX,2016-06-01,22.000,C,0.0000,0.0000,0.0000,0.0000,0,0,0.0000,0,0.0000,14.2400,14.2400,0,0.0000,0,0.0000,14.2000,14.2000,0.0000,9713,
^VIX,2016-06-01,VIX,2016-06-01,22.000,P,0.0000,0.0000,0.0000,0.0000,0,0,0.0000,0,0.0000,14.2400,14.2400,0,0.0000,0,0.0000,14.2000,14.2000,0.0000,3,
^VIX,2016-06-01,VIX,2016-06-01,23.000,C,0.0000,0.0000,0.0000,0.0000,0,0,0.0000,0,0.0000,14.2400,14.2400,0,0.0000,0,0.0000,14.2000,14.2000,0.0000,325,
^VIX,2016-06-01,VIX,2016-06-01,23.000,P,0.0000,0.0000,0.0000,0.0000,0,0,0.0000,0,0.0000,14.2400,14.2400,0,0.0000,0,0.0000,14.2000,14.2000,0.0000,1,
^VIX,2016-06-01,VIX,2016-06-01,24.000,C,0.0000,0.0000,0.0000,0.0000,0,0,0.0000,0,0.0000,14.2400,14.2400,0,0.0000,0,0.0000,14.2000,14.2000,0.0000,188,
^VIX,2016-06-01,VIX,2016-06-01,24.000,P,0.0000,0.0000,0.0000,0.0000,0,0,0.0000,0,0.0000,14.2400,14.2400,0,0.0000,0,0.0000,14.2000,14.2000,0.0000,0,
^VIX,2016-06-01,VIX,2016-06-01,25.000,C,0.0000,0.0000,0.0000,0.0000,0,0,0.0000,0,0.0000,14.2400,14.2400,0,0.0000,0,0.0000,14.2000,14.2000,0.0000,223,
^VIX,2016-06-01,VIX,2016-06-01,25.000,P,0.0000,0.0000,0.0000,0.0000,0,0,0.0000,0,0.0000,14.2400,14.2400,0,0.0000,0,0.0000,14.2000,14.2000,0.0000,0,
^VIX,2016-06-01,VIX,2016-06-01,26.000,C,0.0000,0.0000,0.0000,0.0000,0,0,0.0000,0,0.0000,14.2400,14.2400,0,0.0000,0,0.0000,14.2000,14.2000,0.0000,43,
^VIX,2016-06-01,VIX,2016-06-01,26.000,P,0.0000,0.0000,0.0000,0.0000,0,0,0.0000,0,0.0000,14.2400,14.2400,0,0.0000,0,0.0000,14.2000,14.2000,0.0000,20,
^VIX,2016-06-01,VIX,2016-06-01,27.000,C,0.0000,0.0000,0.0000,0.0000,0,0,0.0000,0,0.0000,14.2400,14.2400,0,0.0000,0,0.0000,14.2000,14.2000,0.0000,45,
^VIX,2016-06-01,VIX,2016-06-01,27.000,P,0.0000,0.0000,0.0000,0.0000,0,0,0.0000,0,0.0000,14.2400,14.2400,0,0.0000,0,0.0000,14.2000,14.2000,0.0000,150,
^VIX,2016-06-01,VIX,2016-06-01,28.000,C,0.0000,0.0000,0.0000,0.0000,0,0,0.0000,0,0.0000,14.2400,14.2400,0,0.0000,0,0.0000,14.2000,14.2000,0.0000,443,
^VIX,2016-06-01,VIX,2016-06-01,28.000,P,0.0000,0.0000,0.0000,0.0000,0,0,0.0000,0,0.0000,14.2400,14.2400,0,0.0000,0,0.0000,14.2000,14.2000,0.0000,0,
^VIX,2016-06-01,VIX,2016-06-01,29.000,C,0.0000,0.0000,0.0000,0.0000,0,0,0.0000,0,0.0000,14.2400,14.2400,0,0.0000,0,0.0000,14.2000,14.2000,0.0000,0,
^VIX,2016-06-01,VIX,2016-06-01,29.000,P,0.0000,0.0000,0.0000,0.0000,0,0,0.0000,0,0.0000,14.2400,14.2400,0,0.0000,0,0.0000,14.2000,14.2000,0.0000,0,
^VIX,2016-06-01,VIX,2016-06-01,30.000,C,0.0000,0.0000,0.0000,0.0000,0,0,0.0000,0,0.0000,14.2400,14.2400,0,0.0000,0,0.0000,14.2000,14.2000,0.0000,2,
^VIX,2016-06-01,VIX,2016-06-01,30.000,P,0.0000,0.0000,0.0000,0.0000,0,0,0.0000,0,0.0000,14.2400,14.2400,0,0.0000,0,0.0000,14.2000,14.2000,0.0000,30,
^VIX,2016-06-01,VIX,2016-06-01,32.500,C,0.0000,0.0000,0.0000,0.0000,0,0,0.0000,0,0.0000,14.2400,14.2400,0,0.0000,0,0.0000,14.2000,14.2000,0.0000,20,
^VIX,2016-06-01,VIX,2016-06-01,32.500,P,0.0000,0.0000,0.0000,0.0000,0,0,0.0000,0,0.0000,14.2400,14.2400,0,0.0000,0,0.0000,14.2000,14.2000,0.0000,0,
^VIX,2016-06-01,VIX,2016-06-01,35.000,C,0.0000,0.0000,0.0000,0.0000,0,0,0.0000,0,0.0000,14.2400,14.2400,0,0.0000,0,0.0000,14.2000,14.2000,0.0000,27,
^VIX,2016-06-01,VIX,2016-06-01,35.000,P,0.0000,0.0000,0.0000,0.0000,0,0,0.0000,0,0.0000,14.2400,14.2400,0,0.0000,0,0.0000,14.2000,14.2000,0.0000,0,
^VIX,2016-06-01,VIX,2016-06-01,37.500,C,0.0000,0.0000,0.0000,0.0000,0,0,0.0000,0,0.0000,14.2400,14.2400,0,0.0000,0,0.0000,14.2000,14.2000,0.0000,12,
^VIX,2016-06-01,VIX,2016-06-01,37.500,P,0.0000,0.0000,0.0000,0.0000,0,0,0.0000,0,0.0000,14.2400,14.2400,0,0.0000,0,0.0000,14.2000,14.2000,0.0000,0,
^VIX,2016-06-01,VIX,2016-06-01,40.000,C,0.0000,0.0000,0.0000,0.0000,0,0,0.0000,0,0.0000,14.2400,14.2400,0,0.0000,0,0.0000,14.2000,14.2000,0.0000,0,
^VIX,2016-06-01,VIX,2016-06-01,40.000,P,0.0000,0.0000,0.0000,0.0000,0,0,0.0000,0,0.0000,14.2400,14.2400,0,0.0000,0,0.0000,14.2000,14.2000,0.0000,0,
^VIX,2016-06-01,VIX,2016-06-01,42.500,C,0.0000,0.0000,0.0000,0.0000,0,0,0.0000,0,0.0000,14.2400,14.2400,0,0.0000,0,0.0000,14.2000,14.2000,0.0000,0,
^VIX,2016-06-01,VIX,2016-06-01,42.500,P,0.0000,0.0000,0.0000,0.0000,0,0,0.0000,0,0.0000,14.2400,14.2400,0,0.0000,0,0.0000,14.2000,14.2000,0.0000,0,
^VIX,2016-06-01,VIX,2016-06-01,45.000,C,0.0000,0.0000,0.0000,0.0000,0,0,0.0000,0,0.0000,14.2400,14.2400,0,0.0000,0,0.0000,14.2000,14.2000,0.0000,111,
^VIX,2016-06-01,VIX,2016-06-01,45.000,P,0.0000,0.0000,0.0000,0.0000,0,0,0.0000,0,0.0000,14.2400,14.2400,0,0.0000,0,0.0000,14.2000,14.2000,0.0000,0,
^VIX,2016-06-01,VIX,2016-06-01,47.500,C,0.0000,0.0000,0.0000,0.0000,0,0,0.0000,0,0.0000,14.2400,14.2400,0,0.0000,0,0.0000,14.2000,14.2000,0.0000,0,
^VIX,2016-06-01,VIX,2016-06-01,47.500,P,0.0000,0.0000,0.0000,0.0000,0,0,0.0000,0,0.0000,14.2400,14.2400,0,0.0000,0,0.0000,14.2000,14.2000,0.0000,0,
^VIX,2016-06-01,VIX,2016-06-01,50.000,C,0.0000,0.0000,0.0000,0.0000,0,0,0.0000,0,0.0000,14.2400,14.2400,0,0.0000,0,0.0000,14.2000,14.2000,0.0000,0,
^VIX,2016-06-01,VIX,2016-06-01,50.000,P,0.0000,0.0000,0.0000,0.0000,0,0,0.0000,0,0.0000,14.2400,14.2400,0,0.0000,0,0.0000,14.2000,14.2000,0.0000,0,
^VIX,2016-06-01,VIX,2016-06-01,55.000,C,0.0000,0.0000,0.0000,0.0000,0,0,0.0000,0,0.0000,14.2400,14.2400,0,0.0000,0,0.0000,14.2000,14.2000,0.0000,0,
^VIX,2016-06-01,VIX,2016-06-01,55.000,P,0.0000,0.0000,0.0000,0.0000,0,0,0.0000,0,0.0000,14.2400,14.2400,0,0.0000,0,0.0000,14.2000,14.2000,0.0000,0,
^VIX,2016-06-01,VIX,2016-06-01,60.000,C,0.0000,0.0000,0.0000,0.0000,0,0,0.0000,0,0.0000,14.2400,14.2400,0,0.0000,0,0.0000,14.2000,14.2000,0.0000,0,
^VIX,2016-06-01,VIX,2016-06-01,60.000,P,0.0000,0.0000,0.0000,0.0000,0,0,0.0000,0,0.0000,14.2400,14.2400,0,0.0000,0,0.0000,14.2000,14.2000,0.0000,0,
^VIX,2016-06-01,VIX,2016-06-01,65.000,C,0.0000,0.0000,0.0000,0.0000,0,0,0.0000,0,0.0000,14.2400,14.2400,0,0.0000,0,0.0000,14.2000,14.2000,0.0000,0,
^VIX,2016-06-01,VIX,2016-06-01,65.000,P,0.0000,0.0000,0.0000,0.0000,0,0,0.0000,0,0.0000,14.2400,14.2400,0,0.0000,0,0.0000,14.2000,14.2000,0.0000,0,
^VIX,2016-06-01,VIX,2016-06-01,70.000,C,0.0000,0.0000,0.0000,0.0000,0,0,0.0000,0,0.0000,14.2400,14.2400,0,0.0000,0,0.0000,14.2000,14.2000,0.0000,0,
^VIX,2016-06-01,VIX,2016-06-01,70.000,P,0.0000,0.0000,0.0000,0.0000,0,0,0.0000,0,0.0000,14.2400,14.2400,0,0.0000,0,0.0000,14.2000,14.2000,0.0000,0,
^VIX,2016-06-01,VIX,2016-06-08,10.000,C,0.0000,0.0000,0.0000,0.0000,0,4481,4.3000,5051,4.8000,14.2400,14.2400,5190,4.4000,3232,4.8000,14.2000,14.2000,0.0000,328,
^VIX,2016-06-01,VIX,2016-06-08,10.000,P,0.0000,0.0000,0.0000,0.0000,0,0,0.0000,5785,0.0500,14.2400,14.2400,0,0.0000,5760,0.0500,14.2000,14.2000,0.0000,2,
^VIX,2016-06-01,VIX,2016-06-08,10.500,C,0.0000,0.0000,0.0000,0.0000,0,4029,3.8000,60,4.2000,14.2400,14.2400,5190,3.9000,3006,4.3000,14.2000,14.2000,0.0000,0,
^VIX,2016-06-01,VIX,2016-06-08,10.500,P,0.0000,0.0000,0.0000,0.0000,0,0,0.0000,6275,0.0500,14.2400,14.2400,0,0.0000,6130,0.0500,14.2000,14.2000,0.0000,0,
^VIX,2016-06-01,VIX,2016-06-08,11.000,C,0.0000,0.0000,0.0000,0.0000,0,3544,3.3000,60,3.7000,14.2400,14.2400,5190,3.4000,2749,3.8000,14.2000,14.2000,0.0000,0,
^VIX,2016-06-01,VIX,2016-06-08,11.000,P,0.0000,0.0000,0.0000,0.0000,0,0,0.0000,5669,0.0500,14.2400,14.2400,0,0.0000,5591,0.0500,14.2000,14.2000,0.0000,0,
^VIX,2016-06-01,VIX,2016-06-08,11.500,C,0.0000,0.0000,0.0000,0.0000,0,80,2.8500,5128,3.3000,14.2400,14.2400,3262,2.9500,2563,3.3000,14.2000,14.2000,0.0000,0,
^VIX,2016-06-01,VIX,2016-06-08,11.500,P,0.0000,0.0000,0.0000,0.0000,0,0,0.0000,5372,0.0500,14.2400,14.2400,0,0.0000,5148,0.0500,14.2000,14.2000,0.0000,0,
^VIX,2016-06-01,VIX,2016-06-08,12.000,C,0.0000,0.0000,0.0000,0.0000,0,291,2.3500,2886,2.7500,14.2400,14.2400,3547,2.4500,2422,2.8000,14.2000,14.2000,0.0000,13,
^VIX,2016-06-01,VIX,2016-06-08,12.000,P,0.0000,0.0000,0.0000,0.0000,0,0,0.0000,4988,0.0500,14.2400,14.2400,0,0.0000,4880,0.0500,14.2000,14.2000,0.0000,1,
^VIX,2016-06-01,VIX,2016-06-08,12.500,C,2.4000,2.4000,2.4000,2.4000,1,259,1.9000,2313,2.2500,14.2400,14.2400,259,2.0000,1804,2.3000,14.2000,14.2000,2.4000,1,
^VIX,2016-06-01,VIX,2016-06-08,12.500,P,0.0000,0.0000,0.0000,0.0000,0,0,0.0000,3426,0.0500,14.2400,14.2400,0,0.0000,3680,0.0500,14.2000,14.2000,0.0000,2,
^VIX,2016-06-01,VIX,2016-06-08,13.000,C,2.1000,2.1500,1.7000,1.7000,213,1027,1.4500,2003,1.7500,14.2400,14.2400,755,1.5500,300,1.8000,14.2000,14.2000,1.9310,101,
^VIX,2016-06-01,VIX,2016-06-08,13.000,P,0.0300,0.1000,0.0300,0.1000,11,0,0.0000,5109,0.1000,14.2400,14.2400,0,0.0000,6049,0.1000,14.2000,14.2000,0.0936,45,
^VIX,2016-06-01,VIX,2016-06-08,13.500,C,1.2500,1.2500,1.2500,1.2500,1,1395,1.0500,1471,1.3000,14.2400,14.2400,2767,1.1000,366,1.3500,14.2000,14.2000,1.2500,84,
^VIX,2016-06-01,VIX,2016-06-08,13.500,P,0.0000,0.0000,0.0000,0.0000,0,4167,0.0500,4282,0.2000,14.2400,14.2400,0,0.0000,5799,0.2000,14.2000,14.2000,0.0000,22,
^VIX,2016-06-01,VIX,2016-06-08,14.000,C,1.3000,1.5000,0.9500,0.9500,175,219,0.8000,3010,0.9500,14.2400,14.2400,130,0.9000,10,0.9500,14.2000,14.2000,1.0320,1136,
^VIX,2016-06-01,VIX,2016-06-08,14.000,P,0.1000,0.2500,0.1000,0.2500,623,2845,0.2000,1,0.3500,14.2400,14.2400,10,0.2500,271,0.3000,14.2000,14.2000,0.2455,7302,
^VIX,2016-06-01,VIX,2016-06-08,14.500,C,1.0000,1.1000,0.6500,0.6500,55,265,0.5500,4233,0.7000,14.2400,14.2400,3499,0.5500,4249,0.7500,14.2000,14.2000,0.7764,303,
^VIX,2016-06-01,VIX,2016-06-08,14.500,P,0.3000,0.5500,0.3000,0.5500,67,1939,0.4500,1893,0.6500,14.2400,14.2400,4331,0.4000,2690,0.6000,14.2000,14.2000,0.4485,152,
^VIX,2016-06-01,VIX,2016-06-08,15.000,C,0.9000,0.9500,0.5000,0.5000,82,3698,0.3500,221,0.5000,14.2400,14.2400,6722,0.3500,3932,0.5500,14.2000,14.2000,0.6689,1208,
^VIX,2016-06-01,VIX,2016-06-08,15.000,P,0.5500,0.9000,0.5200,0.7500,99,5013,0.7500,246,0.9500,14.2400,14.2400,5032,0.7000,2773,0.9500,14.2000,14.2000,0.6159,8396,
^VIX,2016-06-01,VIX,2016-06-08,16.000,C,0.5000,0.5000,0.2500,0.2500,5127,1,0.2000,6074,0.3000,14.2400,14.2400,1,0.2000,100,0.2500,14.2000,14.2000,0.2509,6782,
^VIX,2016-06-01,VIX,2016-06-08,16.000,P,1.4000,1.6000,1.4000,1.4000,2515,480,1.5500,1325,1.8000,14.2400,14.2400,480,1.5000,3070,1.7500,14.2000,14.2000,1.5976,5988,
^VIX,2016-06-01,VIX,2016-06-08,17.000,C,0.2500,0.2500,0.1800,0.1800,109,6292,0.0500,7008,0.2000,14.2400,14.2400,8080,0.0500,5334,0.2000,14.2000,14.2000,0.2087,1195,
^VIX,2016-06-01,VIX,2016-06-08,17.000,P,0.0000,0.0000,0.0000,0.0000,0,2869,2.4000,1173,2.7500,14.2400,14.2400,3664,2.3500,2069,2.6500,14.2000,14.2000,0.0000,238,
^VIX,2016-06-01,VIX,2016-06-08,18.000,C,0.1500,0.1500,0.1500,0.1500,5,299,0.0500,8270,0.1500,14.2400,14.2400,225,0.0500,6857,0.1500,14.2000,14.2000,0.1500,1156,
^VIX,2016-06-01,VIX,2016-06-08,18.000,P,3.0000,3.0000,3.0000,3.0000,3,4720,3.3000,556,3.7000,14.2400,14.2400,2487,3.3000,1980,3.6000,14.2000,14.2000,3.0000,604,
^VIX,2016-06-01,VIX,2016-06-08,19.000,C,0.1500,0.1500,0.0500,0.0500,211,0,0.0000,6285,0.1000,14.2400,14.2400,100,0.0500,5318,0.1000,14.2000,14.2000,0.0974,836,
^VIX,2016-06-01,VIX,2016-06-08,19.000,P,0.0000,0.0000,0.0000,0.0000,0,4161,4.3000,1349,4.7000,14.2400,14.2400,6720,4.2000,3364,4.6000,14.2000,14.2000,0.0000,5,
^VIX,2016-06-01,VIX,2016-06-08,20.000,C,0.1000,0.1000,0.0500,0.0500,445,0,0.0000,272,0.0500,14.2400,14.2400,0,0.0000,10,0.0500,14.2000,14.2000,0.0511,842,
^VIX,2016-06-01,VIX,2016-06-08,20.000,P,0.0000,0.0000,0.0000,0.0000,0,2375,5.3000,5397,5.8000,14.2400,14.2400,5391,5.2000,3158,5.6000,14.2000,14.2000,0.0000,0,
^VIX,2016-06-01,VIX,2016-06-08,21.000,C,0.0000,0.0000,0.0000,0.0000,0,0,0.0000,351,0.0500,14.2400,14.2400,0,0.0000,384,0.0500,14.2000,14.2000,0.0000,605,
^VIX,2016-06-01,VIX,2016-06-08,21.000,P,0.0000,0.0000,0.0000,0.0000,0,1631,6.3000,5418,6.8000,14.2400,14.2400,4883,6.2000,3744,6.6000,14.2000,14.2000,0.0000,251,
^VIX,2016-06-01,VIX,2016-06-08,22.000,C,0.0000,0.0000,0.0000,0.0000,0,0,0.0000,3055,0.0500,14.2400,14.2400,0,0.0000,2839,0.0500,14.2000,14.2000,0.0000,242,
^VIX,2016-06-01,VIX,2016-06-08,22.000,P,0.0000,0.0000,0.0000,0.0000,0,1058,7.3000,5538,7.8000,14.2400,14.2400,3963,7.2000,4311,7.6000,14.2000,14.2000,0.0000,200,
^VIX,2016-06-01,VIX,2016-06-08,23.000,C,0.0000,0.0000,0.0000,0.0000,0,0,0.0000,5610,0.0500,14.2400,14.2400,0,0.0000,5151,0.0500,14.2000,14.2000,0.0000,2980,
^VIX,2016-06-01,VIX,2016-06-08,23.000,P,0.0000,0.0000,0.0000,0.0000,0,5700,8.2000,2363,8.7000,14.2400,14.2400,3213,8.2000,4865,8.6000,14.2000,14.2000,0.0000,0,
^VIX,2016-06-01,VIX,2016-06-08,24.000,C,0.0000,0.0000,0.0000,0.0000,0,0,0.0000,5369,0.0500,14.2400,14.2400,0,0.0000,5123,0.0500,14.2000,14.2000,0.0000,8436,
^VIX,2016-06-01,VIX,2016-06-08,24.000,P,0.0000,0.0000,0.0000,0.0000,0,5790,9.2000,2903,9.7000,14.2400,14.2400,2701,9.2000,5388,9.6000,14.2000,14.2000,0.0000,200,
^VIX,2016-06-01,VIX,2016-06-08,25.000,C,0.0300,0.0300,0.0300,0.0300,1,0,0.0000,5594,0.0500,14.2400,14.2400,0,0.0000,5391,0.0500,14.2000,14.2000,0.0300,851,
^VIX,2016-06-01,VIX,2016-06-08,25.000,P,0.0000,0.0000,0.0000,0.0000,0,5342,10.2000,3245,10.7000,14.2400,14.2400,2175,10.2000,5680,10.6000,14.2000,14.2000,0.0000,0,
^VIX,2016-06-01,VIX,2016-06-08,26.000,C,0.0000,0.0000,0.0000,0.0000,0,0,0.0000,5672,0.0500,14.2400,14.2400,0,0.0000,5571,0.0500,14.2000,14.2000,0.0000,750,
^VIX,2016-06-01,VIX,2016-06-08,26.000,P,0.0000,0.0000,0.0000,0.0000,0,4392,11.2000,2907,11.7000,14.2400,14.2400,1852,11.2000,5680,11.6000,14.2000,14.2000,0.0000,0,
^VIX,2016-06-01,VIX,2016-06-08,27.000,C,0.0000,0.0000,0.0000,0.0000,0,0,0.0000,5779,0.0500,14.2400,14.2400,0,0.0000,5570,0.0500,14.2000,14.2000,0.0000,3005,
^VIX,2016-06-01,VIX,2016-06-08,27.000,P,0.0000,0.0000,0.0000,0.0000,0,4212,12.2000,3112,12.7000,14.2400,14.2400,5574,12.1000,5770,12.6000,14.2000,14.2000,0.0000,0,
^VIX,2016-06-01,VIX,2016-06-08,28.000,C,0.0000,0.0000,0.0000,0.0000,0,0,0.0000,5779,0.0500,14.2400,14.2400,0,0.0000,5570,0.0500,14.2000,14.2000,0.0000,250,
^VIX,2016-06-01,VIX,2016-06-08,28.000,P,0.0000,0.0000,0.0000,0.0000,0,4152,13.2000,3208,13.7000,14.2400,14.2400,4927,13.1000,5170,13.6000,14.2000,14.2000,0.0000,0,
^VIX,2016-06-01,VIX,2016-06-08,29.000,C,0.0000,0.0000,0.0000,0.0000,0,0,0.0000,5889,0.0500,14.2400,14.2400,0,0.0000,5758,0.0500,14.2000,14.2000,0.0000,0,
^VIX,2016-06-01,VIX,2016-06-08,29.000,P,0.0000,0.0000,0.0000,0.0000,0,4250,14.2000,3271,14.7000,14.2400,14.2400,4935,14.1000,5170,14.6000,14.2000,14.2000,0.0000,0,
