Trade Date,Options Class,Underlying,Product Type,Exchange,Volume
2020/04/24,SPX,SPX,I,CBOE,393851
2020/04/27,SPX,SPX,I,CBOE,400702
2020/04/28,SPX,SPX,I,CBOE,353168
2020/04/29,SPX,SPX,I,CBOE,499781
2020/04/30,SPX,SPX,I,CBOE,396625
2020/05/01,SPX,SPX,I,CBOE,515183
2020/05/04,SPX,SPX,I,CBOE,329638
2020/05/05,SPX,SPX,I,CBOE,375794
2020/05/06,SPX,SPX,I,CBOE,281604
2020/05/07,SPX,SPX,I,CBOE,385884
2020/05/08,SPX,SPX,I,CBOE,378445
2020/05/11,SPX,SPX,I,CBOE,432719
2020/05/12,SPX,SPX,I,CBOE,463595
2020/05/13,SPX,SPX,I,CBOE,627143
2020/05/14,SPX,SPX,I,CBOE,712453
2020/05/15,SPX,SPX,I,CBOE,334306
2020/05/18,SPX,SPX,I,CBOE,372573
2020/05/19,SPX,SPX,I,CBOE,319214
2020/05/20,SPX,SPX,I,CBOE,347248
2020/05/21,SPX,SPX,I,CBOE,278933
2020/05/22,SPX,SPX,I,CBOE,228977
2020/05/26,SPX,SPX,I,CBOE,375864
2020/05/27,SPX,SPX,I,CBOE,328566
2020/05/28,SPX,SPX,I,CBOE,500559
2020/05/29,SPX,SPX,I,CBOE,273349
2020/06/01,SPX,SPX,I,CBOE,260100
2020/06/02,SPX,SPX,I,CBOE,356399
2020/06/03,SPX,SPX,I,CBOE,618841
2020/06/04,SPX,SPX,I,CBOE,365781
2020/06/05,SPX,SPX,I,CBOE,722993
2020/06/08,SPX,SPX,I,CBOE,451083
2020/06/09,SPX,SPX,I,CBOE,452783
2020/06/10,SPX,SPX,I,CBOE,353423
2020/06/11,SPX,SPX,I,CBOE,740456
2020/06/12,SPX,SPX,I,CBOE,588786
2020/06/15,SPX,SPX,I,CBOE,495399
2020/06/16,SPX,SPX,I,CBOE,515104
2020/06/17,SPX,SPX,I,CBOE,532351
2020/06/18,SPX,SPX,I,CBOE,553538
2020/06/19,SPX,SPX,I,CBOE,368418
2020/06/22,SPX,SPX,I,CBOE,286651
2020/06/23,SPX,SPX,I,CBOE,295530
2020/06/24,SPX,SPX,I,CBOE,365141
2020/06/25,SPX,SPX,I,CBOE,258269
2020/06/26,SPX,SPX,I,CBOE,378660
2020/06/29,SPX,SPX,I,CBOE,244855
2020/06/30,SPX,SPX,I,CBOE,384179
2020/07/01,SPX,SPX,I,CBOE,340734
2020/07/02,SPX,SPX,I,CBOE,373064
2020/07/06,SPX,SPX,I,CBOE,267435
2020/07/07,SPX,SPX,I,CBOE,271920
2020/07/08,SPX,SPX,I,CBOE,286036
2020/07/09,SPX,SPX,I,CBOE,223115
2020/07/10,SPX,SPX,I,CBOE,319828
2020/07/13,SPX,SPX,I,CBOE,451352
2020/07/14,SPX,SPX,I,CBOE,309637
2020/07/15,SPX,SPX,I,CBOE,441467
2020/07/16,SPX,SPX,I,CBOE,445453
2020/07/17,SPX,SPX,I,CBOE,300996
2020/07/20,SPX,SPX,I,CBOE,314363
2020/07/21,SPX,SPX,I,CBOE,324549
2020/07/22,SPX,SPX,I,CBOE,294441
2020/07/23,SPX,SPX,I,CBOE,281165
2020/07/24,SPX,SPX,I,CBOE,284277
2020/07/27,SPX,SPX,I,CBOE,189201
2020/07/28,SPX,SPX,I,CBOE,210388
2020/07/29,SPX,SPX,I,CBOE,193859
2020/07/30,SPX,SPX,I,CBOE,217579
2020/07/31,SPX,SPX,I,CBOE,286188
2020/08/03,SPX,SPX,I,CBOE,298589
2020/08/04,SPX,SPX,I,CBOE,298058
2020/08/05,SPX,SPX,I,CBOE,311509
2020/08/06,SPX,SPX,I,CBOE,285960
2020/08/07,SPX,SPX,I,CBOE,222906
2020/08/10,SPX,SPX,I,CBOE,231206
2020/08/11,SPX,SPX,I,CBOE,267340
2020/08/12,SPX,SPX,I,CBOE,323337
2020/08/13,SPX,SPX,I,CBOE,286205
2020/08/14,SPX,SPX,I,CBOE,284058
2020/08/17,SPX,SPX,I,CBOE,300662
2020/08/18,SPX,SPX,I,CBOE,303775
2020/08/19,SPX,SPX,I,CBOE,445523
2020/08/20,SPX,SPX,I,CBOE,467028
2020/08/21,SPX,SPX,I,CBOE,278475
2020/08/24,SPX,SPX,I,CBOE,344375
2020/08/25,SPX,SPX,I,CBOE,277888
2020/08/26,SPX,SPX,I,CBOE,381796
2020/08/27,SPX,SPX,I,CBOE,366985
2020/08/28,SPX,SPX,I,CBOE,328183
2020/08/31,SPX,SPX,I,CBOE,352268
2020/09/01,SPX,SPX,I,CBOE,291240
2020/09/02,SPX,SPX,I,CBOE,538412
2020/09/03,SPX,SPX,I,CBOE,528986
2020/09/04,SPX,SPX,I,CBOE,610067
2020/09/08,SPX,SPX,I,CBOE,440168
2020/09/09,SPX,SPX,I,CBOE,403617
2020/09/10,SPX,SPX,I,CBOE,443956
2020/09/11,SPX,SPX,I,CBOE,496294
2020/09/14,SPX,SPX,I,CBOE,359778
2020/09/15,SPX,SPX,I,CBOE,433637
2020/09/16,SPX,SPX,I,CBOE,418559
2020/09/17,SPX,SPX,I,CBOE,623716
2020/09/18,SPX,SPX,I,CBOE,400103
2020/09/21,SPX,SPX,I,CBOE,396808
2020/09/22,SPX,SPX,I,CBOE,316235
2020/09/23,SPX,SPX,I,CBOE,334568
2020/09/24,SPX,SPX,I,CBOE,285902
2020/09/25,SPX,SPX,I,CBOE,304863
2020/09/28,SPX,SPX,I,CBOE,248128
2020/09/29,SPX,SPX,I,CBOE,225600
2020/09/30,SPX,SPX,I,CBOE,300349
2020/10/01,SPX,SPX,I,CBOE,281358
2020/10/02,SPX,SPX,I,CBOE,251915
2020/10/05,SPX,SPX,I,CBOE,242687
2020/10/06,SPX,SPX,I,CBOE,278428
2020/10/07,SPX,SPX,I,CBOE,245664
2020/10/08,SPX,SPX,I,CBOE,310387
2020/10/09,SPX,SPX,I,CBOE,396198
2020/10/12,SPX,SPX,I,CBOE,433592
2020/10/13,SPX,SPX,I,CBOE,367867
2020/10/14,SPX,SPX,I,CBOE,341010
2020/10/15,SPX,SPX,I,CBOE,563654
2020/10/16,SPX,SPX,I,CBOE,296747
2020/10/19,SPX,SPX,I,CBOE,223607
2020/10/20,SPX,SPX,I,CBOE,233815
2020/10/21,SPX,SPX,I,CBOE,329610
2020/10/22,SPX,SPX,I,CBOE,265133
2020/10/23,SPX,SPX,I,CBOE,306933
2020/10/26,SPX,SPX,I,CBOE,295737
2020/10/27,SPX,SPX,I,CBOE,259949
2020/10/28,SPX,SPX,I,CBOE,507619
2020/10/29,SPX,SPX,I,CBOE,373884
2020/10/30,SPX,SPX,I,CBOE,433955
2020/11/02,SPX,SPX,I,CBOE,372170
2020/11/03,SPX,SPX,I,CBOE,372394
2020/11/04,SPX,SPX,I,CBOE,452389
2020/11/05,SPX,SPX,I,CBOE,563955
2020/11/06,SPX,SPX,I,CBOE,451269
2020/11/09,SPX,SPX,I,CBOE,643839
2020/11/10,SPX,SPX,I,CBOE,366625
2020/11/11,SPX,SPX,I,CBOE,358582
2020/11/12,SPX,SPX,I,CBOE,365903
2020/11/13,SPX,SPX,I,CBOE,383900
2020/11/16,SPX,SPX,I,CBOE,340698
2020/11/17,SPX,SPX,I,CBOE,393203
2020/11/18,SPX,SPX,I,CBOE,506085
2020/11/19,SPX,SPX,I,CBOE,490876
2020/11/20,SPX,SPX,I,CBOE,311157
2020/11/23,SPX,SPX,I,CBOE,226716
2020/11/24,SPX,SPX,I,CBOE,336676
2020/11/25,SPX,SPX,I,CBOE,256022
2020/11/27,SPX,SPX,I,CBOE,135168
2020/11/30,SPX,SPX,I,CBOE,262937
2020/12/01,SPX,SPX,I,CBOE,347793
2020/12/02,SPX,SPX,I,CBOE,342801
2020/12/03,SPX,SPX,I,CBOE,269852
2020/12/04,SPX,SPX,I,CBOE,312016
2020/12/07,SPX,SPX,I,CBOE,309142
2020/12/08,SPX,SPX,I,CBOE,365406
2020/12/09,SPX,SPX,I,CBOE,406967
2020/12/10,SPX,SPX,I,CBOE,343723
2020/12/11,SPX,SPX,I,CBOE,424648
2020/12/14,SPX,SPX,I,CBOE,451095
2020/12/15,SPX,SPX,I,CBOE,508870
2020/12/16,SPX,SPX,I,CBOE,545677
2020/12/17,SPX,SPX,I,CBOE,477321
2020/12/18,SPX,SPX,I,CBOE,402015
2020/12/21,SPX,SPX,I,CBOE,327695
2020/12/22,SPX,SPX,I,CBOE,241531
2020/12/23,SPX,SPX,I,CBOE,209907
2020/12/24,SPX,SPX,I,CBOE,139317
2020/12/28,SPX,SPX,I,CBOE,250969
2020/12/29,SPX,SPX,I,CBOE,264856
2020/12/30,SPX,SPX,I,CBOE,254190
2020/12/31,SPX,SPX,I,CBOE,360278
2021/01/04,SPX,SPX,I,CBOE,393987
2021/01/05,SPX,SPX,I,CBOE,329442
2021/01/06,SPX,SPX,I,CBOE,423452
2021/01/07,SPX,SPX,I,CBOE,412076
2021/01/08,SPX,SPX,I,CBOE,430884
2021/01/11,SPX,SPX,I,CBOE,431957
2021/01/12,SPX,SPX,I,CBOE,396564
2021/01/13,SPX,SPX,I,CBOE,612132
2021/01/14,SPX,SPX,I,CBOE,684312
2021/01/15,SPX,SPX,I,CBOE,482166
2021/01/19,SPX,SPX,I,CBOE,283604
2021/01/20,SPX,SPX,I,CBOE,443153
2021/01/21,SPX,SPX,I,CBOE,335828
2021/01/22,SPX,SPX,I,CBOE,216706
2021/01/25,SPX,SPX,I,CBOE,332779
2021/01/26,SPX,SPX,I,CBOE,332029
2021/01/27,SPX,SPX,I,CBOE,427389
2021/01/28,SPX,SPX,I,CBOE,476060
2021/01/29,SPX,SPX,I,CBOE,484102
2021/02/01,SPX,SPX,I,CBOE,401781
2021/02/02,SPX,SPX,I,CBOE,490600
2021/02/03,SPX,SPX,I,CBOE,347109
2021/02/04,SPX,SPX,I,CBOE,311407
2021/02/05,SPX,SPX,I,CBOE,363295
2021/02/08,SPX,SPX,I,CBOE,339372
2021/02/09,SPX,SPX,I,CBOE,361058
2021/02/10,SPX,SPX,I,CBOE,332368
2021/02/11,SPX,SPX,I,CBOE,371554
2021/02/12,SPX,SPX,I,CBOE,361773
2021/02/16,SPX,SPX,I,CBOE,480182
2021/02/17,SPX,SPX,I,CBOE,525108
2021/02/18,SPX,SPX,I,CBOE,655508
2021/02/19,SPX,SPX,I,CBOE,470663
2021/02/22,SPX,SPX,I,CBOE,270514
2021/02/23,SPX,SPX,I,CBOE,354229
2021/02/24,SPX,SPX,I,CBOE,302493
2021/02/25,SPX,SPX,I,CBOE,489428
2021/02/26,SPX,SPX,I,CBOE,494714
2021/03/01,SPX,SPX,I,CBOE,371036
2021/03/02,SPX,SPX,I,CBOE,351071
2021/03/03,SPX,SPX,I,CBOE,286904
2021/03/04,SPX,SPX,I,CBOE,590144
2021/03/05,SPX,SPX,I,CBOE,429442
2021/03/08,SPX,SPX,I,CBOE,384597
2021/03/09,SPX,SPX,I,CBOE,439517
2021/03/10,SPX,SPX,I,CBOE,340490
2021/03/11,SPX,SPX,I,CBOE,536039
2021/03/12,SPX,SPX,I,CBOE,390890
2021/03/15,SPX,SPX,I,CBOE,465263
2021/03/16,SPX,SPX,I,CBOE,509762
2021/03/17,SPX,SPX,I,CBOE,489124
2021/03/18,SPX,SPX,I,CBOE,446545
2021/03/19,SPX,SPX,I,CBOE,401887
2021/03/22,SPX,SPX,I,CBOE,318084
2021/03/23,SPX,SPX,I,CBOE,311862
2021/03/24,SPX,SPX,I,CBOE,295639
2021/03/25,SPX,SPX,I,CBOE,370413
2021/03/26,SPX,SPX,I,CBOE,295391
2021/03/29,SPX,SPX,I,CBOE,307660
2021/03/30,SPX,SPX,I,CBOE,270512
2021/03/31,SPX,SPX,I,CBOE,384274
2021/04/01,SPX,SPX,I,CBOE,378834
2021/04/05,SPX,SPX,I,CBOE,588769
2021/04/06,SPX,SPX,I,CBOE,365647
2021/04/07,SPX,SPX,I,CBOE,407279
2021/04/08,SPX,SPX,I,CBOE,431876
2021/04/09,SPX,SPX,I,CBOE,478612
2021/04/12,SPX,SPX,I,CBOE,407223
2021/04/13,SPX,SPX,I,CBOE,358087
2021/04/14,SPX,SPX,I,CBOE,458122
2021/04/15,SPX,SPX,I,CBOE,645514
2021/04/16,SPX,SPX,I,CBOE,451413
2021/04/19,SPX,SPX,I,CBOE,272816
2021/04/20,SPX,SPX,I,CBOE,323975
2021/04/21,SPX,SPX,I,CBOE,285007
2021/04/22,SPX,SPX,I,CBOE,261697
2021/04/23,SPX,SPX,I,CBOE,264058
2021/04/26,SPX,SPX,I,CBOE,217078
2021/04/27,SPX,SPX,I,CBOE,212176
2021/04/28,SPX,SPX,I,CBOE,267982
2021/04/29,SPX,SPX,I,CBOE,325105
2021/04/30,SPX,SPX,I,CBOE,252153
2021/05/03,SPX,SPX,I,CBOE,201177
2021/05/04,SPX,SPX,I,CBOE,429662
2021/05/05,SPX,SPX,I,CBOE,211453
2021/05/06,SPX,SPX,I,CBOE,247809
2021/05/07,SPX,SPX,I,CBOE,357256
2021/05/10,SPX,SPX,I,CBOE,295176
2021/05/11,SPX,SPX,I,CBOE,374413
2021/05/12,SPX,SPX,I,CBOE,481664
2021/05/13,SPX,SPX,I,CBOE,384537
2021/05/14,SPX,SPX,I,CBOE,476109
2021/05/17,SPX,SPX,I,CBOE,372513
2021/05/18,SPX,SPX,I,CBOE,448276
2021/05/19,SPX,SPX,I,CBOE,640108
2021/05/20,SPX,SPX,I,CBOE,580212
2021/05/21,SPX,SPX,I,CBOE,304182
2021/05/24,SPX,SPX,I,CBOE,312833
2021/05/25,SPX,SPX,I,CBOE,272455
2021/05/26,SPX,SPX,I,CBOE,222685
2021/05/27,SPX,SPX,I,CBOE,286042
2021/05/28,SPX,SPX,I,CBOE,272838
2021/06/01,SPX,SPX,I,CBOE,263100
2021/06/02,SPX,SPX,I,CBOE,208942
2021/06/03,SPX,SPX,I,CBOE,226861
2021/06/04,SPX,SPX,I,CBOE,300282
2021/06/07,SPX,SPX,I,CBOE,205636
2021/06/08,SPX,SPX,I,CBOE,324412
2021/06/09,SPX,SPX,I,CBOE,281456
2021/06/10,SPX,SPX,I,CBOE,434477
2021/06/11,SPX,SPX,I,CBOE,458821
2021/06/14,SPX,SPX,I,CBOE,472442
2021/06/15,SPX,SPX,I,CBOE,376734
2021/06/16,SPX,SPX,I,CBOE,666071
2021/06/17,SPX,SPX,I,CBOE,714049
2021/06/18,SPX,SPX,I,CBOE,606707
2021/06/21,SPX,SPX,I,CBOE,311730
2021/06/22,SPX,SPX,I,CBOE,331672
2021/06/23,SPX,SPX,I,CBOE,262604
2021/06/24,SPX,SPX,I,CBOE,297765
2021/06/25,SPX,SPX,I,CBOE,256515
2021/06/28,SPX,SPX,I,CBOE,235622
2021/06/29,SPX,SPX,I,CBOE,263681
2021/06/30,SPX,SPX,I,CBOE,312394
2021/07/01,SPX,SPX,I,CBOE,341461
2021/07/02,SPX,SPX,I,CBOE,357008
2021/07/06,SPX,SPX,I,CBOE,331352
2021/07/07,SPX,SPX,I,CBOE,296631
2021/07/08,SPX,SPX,I,CBOE,353654
2021/07/09,SPX,SPX,I,CBOE,366685
2021/07/12,SPX,SPX,I,CBOE,420393
2021/07/13,SPX,SPX,I,CBOE,354036
2021/07/14,SPX,SPX,I,CBOE,570945
2021/07/15,SPX,SPX,I,CBOE,598457
2021/07/16,SPX,SPX,I,CBOE,354938
2021/07/19,SPX,SPX,I,CBOE,498737
2021/07/20,SPX,SPX,I,CBOE,300554
2021/07/21,SPX,SPX,I,CBOE,315983
2021/07/22,SPX,SPX,I,CBOE,194225
2021/07/23,SPX,SPX,I,CBOE,306219
2021/07/26,SPX,SPX,I,CBOE,235308
2021/07/27,SPX,SPX,I,CBOE,218492
2021/07/28,SPX,SPX,I,CBOE,202390
2021/07/29,SPX,SPX,I,CBOE,245184
2021/07/30,SPX,SPX,I,CBOE,212496
2021/08/02,SPX,SPX,I,CBOE,219057
2021/08/03,SPX,SPX,I,CBOE,182334
2021/08/04,SPX,SPX,I,CBOE,192398
2021/08/05,SPX,SPX,I,CBOE,239817
2021/08/06,SPX,SPX,I,CBOE,255724
2021/08/09,SPX,SPX,I,CBOE,310958
2021/08/10,SPX,SPX,I,CBOE,280372
2021/08/11,SPX,SPX,I,CBOE,359004
2021/08/12,SPX,SPX,I,CBOE,308930
2021/08/13,SPX,SPX,I,CBOE,367441
2021/08/16,SPX,SPX,I,CBOE,339498
2021/08/17,SPX,SPX,I,CBOE,514011
2021/08/18,SPX,SPX,I,CBOE,551396
2021/08/19,SPX,SPX,I,CBOE,686164
2021/08/20,SPX,SPX,I,CBOE,296131
2021/08/23,SPX,SPX,I,CBOE,324330
2021/08/24,SPX,SPX,I,CBOE,276304
2021/08/25,SPX,SPX,I,CBOE,245165
2021/08/26,SPX,SPX,I,CBOE,259226
2021/08/27,SPX,SPX,I,CBOE,260302
2021/08/30,SPX,SPX,I,CBOE,359538
2021/08/31,SPX,SPX,I,CBOE,253955
2021/09/01,SPX,SPX,I,CBOE,243567
2021/09/02,SPX,SPX,I,CBOE,288208
2021/09/03,SPX,SPX,I,CBOE,272273
2021/09/07,SPX,SPX,I,CBOE,388337
2021/09/08,SPX,SPX,I,CBOE,318389
2021/09/09,SPX,SPX,I,CBOE,328185
2021/09/10,SPX,SPX,I,CBOE,495003
2021/09/13,SPX,SPX,I,CBOE,580957
2021/09/14,SPX,SPX,I,CBOE,490149
2021/09/15,SPX,SPX,I,CBOE,737718
2021/09/16,SPX,SPX,I,CBOE,658889
2021/09/17,SPX,SPX,I,CBOE,432628
2021/09/20,SPX,SPX,I,CBOE,672849
2021/09/21,SPX,SPX,I,CBOE,374208
2021/09/22,SPX,SPX,I,CBOE,396486
2021/09/23,SPX,SPX,I,CBOE,439754
2021/09/24,SPX,SPX,I,CBOE,261534
2021/09/27,SPX,SPX,I,CBOE,292027
2021/09/28,SPX,SPX,I,CBOE,542097
2021/09/29,SPX,SPX,I,CBOE,280196
2021/09/30,SPX,SPX,I,CBOE,468517
2021/10/01,SPX,SPX,I,CBOE,490472
2021/10/04,SPX,SPX,I,CBOE,417350
2021/10/05,SPX,SPX,I,CBOE,342506
2021/10/06,SPX,SPX,I,CBOE,373000
2021/10/07,SPX,SPX,I,CBOE,465585
2021/10/08,SPX,SPX,I,CBOE,328490
2021/10/11,SPX,SPX,I,CBOE,323497
2021/10/12,SPX,SPX,I,CBOE,389483
2021/10/13,SPX,SPX,I,CBOE,451135
2021/10/14,SPX,SPX,I,CBOE,709320
2021/10/15,SPX,SPX,I,CBOE,417154
2021/10/18,SPX,SPX,I,CBOE,394143
2021/10/19,SPX,SPX,I,CBOE,440256
2021/10/20,SPX,SPX,I,CBOE,398153
2021/10/21,SPX,SPX,I,CBOE,286575
2021/10/22,SPX,SPX,I,CBOE,273886
2021/10/25,SPX,SPX,I,CBOE,254083
2021/10/26,SPX,SPX,I,CBOE,462496
2021/10/27,SPX,SPX,I,CBOE,356961
2021/10/28,SPX,SPX,I,CBOE,274730
2021/10/29,SPX,SPX,I,CBOE,290290
2021/11/01,SPX,SPX,I,CBOE,342126
2021/11/02,SPX,SPX,I,CBOE,329697
2021/11/03,SPX,SPX,I,CBOE,373065
2021/11/04,SPX,SPX,I,CBOE,559775
2021/11/05,SPX,SPX,I,CBOE,559073
2021/11/08,SPX,SPX,I,CBOE,281849
2021/11/09,SPX,SPX,I,CBOE,448230
2021/11/10,SPX,SPX,I,CBOE,342322
2021/11/11,SPX,SPX,I,CBOE,281089
2021/11/12,SPX,SPX,I,CBOE,505771
2021/11/15,SPX,SPX,I,CBOE,398160
2021/11/16,SPX,SPX,I,CBOE,466593
2021/11/17,SPX,SPX,I,CBOE,486518
2021/11/18,SPX,SPX,I,CBOE,522058
2021/11/19,SPX,SPX,I,CBOE,306462
2021/11/22,SPX,SPX,I,CBOE,347551
2021/11/23,SPX,SPX,I,CBOE,306698
2021/11/24,SPX,SPX,I,CBOE,268057
2021/11/26,SPX,SPX,I,CBOE,394283
2021/11/29,SPX,SPX,I,CBOE,384257
2021/11/30,SPX,SPX,I,CBOE,412901
2021/12/01,SPX,SPX,I,CBOE,426619
2021/12/02,SPX,SPX,I,CBOE,454316
2021/12/03,SPX,SPX,I,CBOE,516036
2021/12/06,SPX,SPX,I,CBOE,475325
2021/12/07,SPX,SPX,I,CBOE,492123
2021/12/08,SPX,SPX,I,CBOE,367583
2021/12/09,SPX,SPX,I,CBOE,387200
2021/12/10,SPX,SPX,I,CBOE,334169
2021/12/13,SPX,SPX,I,CBOE,377959
2021/12/14,SPX,SPX,I,CBOE,564846
2021/12/15,SPX,SPX,I,CBOE,632414
2021/12/16,SPX,SPX,I,CBOE,774643
2021/12/17,SPX,SPX,I,CBOE,386751
2021/12/20,SPX,SPX,I,CBOE,313065
2021/12/21,SPX,SPX,I,CBOE,322425
2021/12/22,SPX,SPX,I,CBOE,349848
2021/12/23,SPX,SPX,I,CBOE,333854
2021/12/27,SPX,SPX,I,CBOE,415277
2021/12/28,SPX,SPX,I,CBOE,352673
2021/12/29,SPX,SPX,I,CBOE,271380
2021/12/30,SPX,SPX,I,CBOE,346666
2021/12/31,SPX,SPX,I,CBOE,289694
2022/01/03,SPX,SPX,I,CBOE,366171
2022/01/04,SPX,SPX,I,CBOE,354795
2022/01/05,SPX,SPX,I,CBOE,493525
2022/01/06,SPX,SPX,I,CBOE,390333
2022/01/07,SPX,SPX,I,CBOE,369568
2022/01/10,SPX,SPX,I,CBOE,535065
2022/01/11,SPX,SPX,I,CBOE,430044
2022/01/12,SPX,SPX,I,CBOE,419554
2022/01/13,SPX,SPX,I,CBOE,371443
2022/01/14,SPX,SPX,I,CBOE,502595
2022/01/18,SPX,SPX,I,CBOE,656386
2022/01/19,SPX,SPX,I,CBOE,804010
2022/01/20,SPX,SPX,I,CBOE,975705
2022/01/21,SPX,SPX,I,CBOE,767982
2022/01/24,SPX,SPX,I,CBOE,922108
2022/01/25,SPX,SPX,I,CBOE,694765
2022/01/26,SPX,SPX,I,CBOE,484781
2022/01/27,SPX,SPX,I,CBOE,427007
2022/01/28,SPX,SPX,I,CBOE,488423
2022/01/31,SPX,SPX,I,CBOE,535908
2022/02/01,SPX,SPX,I,CBOE,407450
2022/02/02,SPX,SPX,I,CBOE,442526
2022/02/03,SPX,SPX,I,CBOE,399717
2022/02/04,SPX,SPX,I,CBOE,315045
2022/02/07,SPX,SPX,I,CBOE,410036
2022/02/08,SPX,SPX,I,CBOE,400825
2022/02/09,SPX,SPX,I,CBOE,461476
2022/02/10,SPX,SPX,I,CBOE,408283
2022/02/11,SPX,SPX,I,CBOE,570501
2022/02/14,SPX,SPX,I,CBOE,597395
2022/02/15,SPX,SPX,I,CBOE,522610
2022/02/16,SPX,SPX,I,CBOE,598140
2022/02/17,SPX,SPX,I,CBOE,827393
2022/02/18,SPX,SPX,I,CBOE,531999
2022/02/22,SPX,SPX,I,CBOE,479484
2022/02/23,SPX,SPX,I,CBOE,494794
2022/02/24,SPX,SPX,I,CBOE,771226
2022/02/25,SPX,SPX,I,CBOE,521315
2022/02/28,SPX,SPX,I,CBOE,389529
2022/03/01,SPX,SPX,I,CBOE,452635
2022/03/02,SPX,SPX,I,CBOE,393483
2022/03/03,SPX,SPX,I,CBOE,321260
2022/03/04,SPX,SPX,I,CBOE,448832
2022/03/07,SPX,SPX,I,CBOE,449173
2022/03/08,SPX,SPX,I,CBOE,607927
2022/03/09,SPX,SPX,I,CBOE,467601
2022/03/10,SPX,SPX,I,CBOE,621449
2022/03/11,SPX,SPX,I,CBOE,583622
2022/03/14,SPX,SPX,I,CBOE,592830
2022/03/15,SPX,SPX,I,CBOE,690686
2022/03/16,SPX,SPX,I,CBOE,651458
2022/03/17,SPX,SPX,I,CBOE,759143
